Unique ID,Authors,Authors-revised,Authors (Full Names),Authors (Full Names)-revised
WOS:000287156200004,"Boehm, SL|Linsenbardt, DN|Melon, LC|Moore, EM","Boehm, SL|Linsenbardt, DN|Melon, LC|Moore, EM","Boehm, Stephen L., II|Linsenbardt, David N.|Melon, Laverne C.|Moore, Eileen M.","Boehm, Stephen L., II|Linsenbardt, David N.|Melon, Laverne C.|Moore, Eileen M."
WOS:000288149303454,"Alwell, K|Embi, PJ|Hoskins, PD|Khoury, J|Kissela, BM|Kleindorfer, DO|Moomaw, CJ|Witzke, RA","Alwell, K|Embi, PJ|Hoskins, PD|Khoury, J|Kissela, BM|Kleindorfer, DO|Moomaw, CJ|Witzke, RA","Alwell, Kathleen|Embi, Peter J.|Hoskins, Paul David|Khoury, Jane|Kissela, Brett M.|Kleindorfer, Dawn O.|Moomaw, Charles J.|Witzke, Robert A.","Alwell, Kathleen|Embi, Peter J.|Hoskins, Paul David|Khoury, Jane|Kissela, Brett M.|Kleindorfer, Dawn O.|Moomaw, Charles J.|Witzke, Robert A."
WOS:000287409100016,"Embi, PJ|Janies, D|Payne, PRO","Embi, PJ|Janies, D|Payne, PRO","Embi, Peter J.|Janies, Daniel|Payne, Philip R. O.","Embi, Peter J.|Janies, Daniel|Payne, Philip R. O."
WOS:000286667300006,"Aalsma, MC|Liu, GC|Wiehe, SE","Aalsma, MC|Liu, GC|Wiehe, SE","Aalsma, Matthew C.|Liu, Gilbert C.|Wiehe, Sarah E.","Aalsma, Matthew C.|Liu, Gilbert C.|Wiehe, Sarah E."
WOS:000286884700180,"Aalsma, MC|Doolittle, J|Pyle, I|Rosenman, MB","Aalsma, MC|Doolittle, J|Pyle, I|Rosenman, MB","Aalsma, Matthew C.|Doolittle, James|Pyle, Ian|Rosenman, Marc B.","Aalsma, Matthew C.|Doolittle, James|Pyle, Ian|Rosenman, Marc B."
WOS:000286884700178,"Aalsma, MC|Brown, JR|Holloway, ED|Suman, P","Aalsma, MC|Brown, JR|Holloway, ED|Suman, P","Aalsma, Matthew C.|Brown, James R.|Holloway, Evan D.|Suman, Phil","Aalsma, Matthew C.|Brown, James R.|Holloway, Evan D.|Suman, Phil"
WOS:000286805200011,"Fortenberry, JD|Katz, BP|Rosenman, MB|Wang, JN|Wiehe, SE","Fortenberry, JD|Katz, BP|Rosenman, MB|Wang, JN|Wiehe, SE","Fortenberry, J. Dennis|Katz, Barry P.|Rosenman, Marc B.|Wang, Jane|Wiehe, Sarah E.","Fortenberry, J. Dennis|Katz, Barry P.|Rosenman, Marc B.|Wang, Jane|Wiehe, Sarah E."
WOS:000293099400010,"D'Onofrio, BM|Langstorm, N|Lichtenstein, P","D'Onofrio, BM|Langstorm, N|Lichtenstein, P","D'Onofrio, Brian M.|Langstorm, Niklas|Lichtenstein, Paul","D'Onofrio, Brian M.|Langstorm, Niklas|Lichtenstein, Paul"
WOS:000290139600024,"Seibt, G","Seibt, G","Seibt, Gustav","Seibt, Gustav"
WOS:000286289500009,"Diemand-Yauman, C|Oppenheimer, DM|Vaughan, EB","Diemand-Yauman, C|Oppenheimer, DM|Vaughan, EB","Diemand-Yauman, Connor|Oppenheimer, Daniel M.|Vaughan, Erikka B.","Diemand-Yauman, Connor|Oppenheimer, Daniel M.|Vaughan, Erikka B."
WOS:000284952700021,"D'Onofrio, BM|Iliadou, AN|Kuja-Halkola, R|Langstorm, N|Lichtenstein, P","D'Onofrio, BM|Iliadou, AN|Kuja-Halkola, R|Langstorm, N|Lichtenstein, P","D'Onofrio, Brian M.|Iliadou, Anastasia N.|Kuja-Halkola, Ralf|Langstorm, Niklas|Lichtenstein, Paul","D'Onofrio, Brian M.|Iliadou, Anastasia N.|Kuja-Halkola, Ralf|Langstorm, Niklas|Lichtenstein, Paul"
WOS:000284469800003,"Bates, JE|Dodge, KA|Donahue, KL|D'Onofrio, BM|Lansford, JE|Pettit, GS","Bates, JE|Dodge, KA|Donahue, KL|D'Onofrio, BM|Lansford, JE|Pettit, GS","Bates, John E.|Dodge, Kenneth A.|Donahue, Kelly L.|D'Onofrio, Brian M.|Lansford, Jennifer E.|Pettit, Gregory S.","Bates, John E.|Dodge, Kenneth A.|Donahue, Kelly L.|D'Onofrio, Brian M.|Lansford, Jennifer E.|Pettit, Gregory S."
WOS:000284380700003,"Fortenberry, JD|Rosenman, MB|Wang, JN|Wiehe, SE","Fortenberry, JD|Rosenman, MB|Wang, JN|Wiehe, SE","Fortenberry, J. Dennis|Rosenman, Marc B.|Wang, Jane|Wiehe, Sarah E.","Fortenberry, J. Dennis|Rosenman, Marc B.|Wang, Jane|Wiehe, Sarah E."
WOS:000283899900001,"Embi, PJ|Niland, J|Payne, PRO","Embi, PJ|Niland, J|Payne, PRO","Embi, Peter J.|Niland, Joyce|Payne, Philip R. O.","Embi, Peter J.|Niland, Joyce|Payne, Philip R. O."
WOS:000288425800009,"D'Onofrio, BM|Lahey, BB","D'Onofrio, BM|Lahey, BB","D'Onofrio, Brian M.|Lahey, Benjamin B.","D'Onofrio, Brian M.|Lahey, Benjamin B."
WOS:000282504100001,"Ayaya, SO|Braitstein, P|Ndege, SK|Nyandiko, WM|Vreeman, RC|Were, MC|Wiehe, SE","Ayaya, SO|Braitstein, P|Ndege, SK|Nyandiko, WM|Vreeman, RC|Were, MC|Wiehe, SE","Ayaya, Samwel O.|Braitstein, Paula|Ndege, Samson K.|Nyandiko, Winstone M.|Vreeman, Rachel C.|Were, Martin C.|Wiehe, Sarah E.","Ayaya, Samwel O.|Braitstein, Paula|Ndege, Samson K.|Nyandiko, Winstone M.|Vreeman, Rachel C.|Were, Martin C.|Wiehe, Sarah E."
WOS:000282075400019,"Seibt, G","Seibt, G","Seibt, Gustav","Seibt, Gustav"
WOS:000282190800001,"Combs, JL|Cyders, MA|Fillmore, MT|Settles, RE|Smith, GT|Zapolski, TCB","Combs, JL|Cyders, MA|Fillmore, MT|Settles, RE|Smith, GT|Zapolski, TCB","Combs, Jessica L.|Cyders, Melissa A.|Fillmore, Mark T.|Settles, Regan E.|Smith, Gregoty T.|Zapolski, Tamika C. B.","Combs, Jessica L.|Cyders, Melissa A.|Fillmore, Mark T.|Settles, Regan E.|Smith, Gregoty T.|Zapolski, Tamika C. B."
WOS:000280252600304,"Boehm, SL|Bracken, AL|Haughey, HM","Boehm, SL|Bracken, AL|Haughey, HM","Boehm, Stephen L., II|Bracken, A. L.|Haughey, H. M.","Boehm, Stephen L., II|Bracken, A. L.|Haughey, H. M."
WOS:000280252600302,"Boehm, SL|Kruse, LC|Linsenbardt, DN","Boehm, SL|Kruse, LC|Linsenbardt, DN","Boehm, Stephen L., II|Kruse, Lauren C.|Linsenbardt, David N.","Boehm, Stephen L., II|Kruse, Lauren C.|Linsenbardt, David N."
WOS:000280252600319,"Boehm, SL|Moore, EM|Schneider, BL","Boehm, SL|Moore, EM|Schneider, BL","Boehm, Stephen L., II|Moore, Eileen M.|Schneider, B. L.","Boehm, Stephen L., II|Moore, Eileen M.|Schneider, B. L."
WOS:000280252600566,"Boehm, SL|Melon, LC","Boehm, SL|Melon, LC","Boehm, Stephen L., II|Melon, Laverne C.","Boehm, Stephen L., II|Melon, Laverne C."
WOS:000285269000003,"Applegate, AG|Bates, JE|D'Onofrio, BM|Holtzworth-Munroe, A","Applegate, AG|Bates, JE|D'Onofrio, BM|Holtzworth-Munroe, A","Applegate, Amy G.|Bates, John E.|D'Onofrio, Brian M.|Holtzworth-Munroe, Amy","Applegate, Amy G.|Bates, John E.|D'Onofrio, Brian M.|Holtzworth-Munroe, Amy"
WOS:000278107200105,"Boehm, SL|Bracken, AL|Melon, LC","Boehm, SL|Bracken, AL|Melon, LC","Boehm, Stephen L., II|Bracken, A. L.|Melon, Laverne C.","Boehm, Stephen L., II|Bracken, A. L.|Melon, Laverne C."
WOS:000278107200717,"Boehm, SL|Linsenbardt, DN","Boehm, SL|Linsenbardt, DN","Boehm, Stephen L., II|Linsenbardt, David N.","Boehm, Stephen L., II|Linsenbardt, David N."
WOS:000278107200916,"Boehm, SL|Melon, LC|Moore, EM|Wray, KN","Boehm, SL|Melon, LC|Moore, EM|Wray, KN","Boehm, Stephen L.|Melon, Laverne C.|Moore, Eileen M.|Wray, Kevin N.","Boehm, Stephen L.|Melon, Laverne C.|Moore, Eileen M.|Wray, Kevin N."
WOS:000278107200917,"Boehm, SL|Melon, LC|Moore, EM|Wray, KN","Boehm, SL|Melon, LC|Moore, EM|Wray, KN","Boehm, Stephen L.|Melon, Laverne C.|Moore, Eileen M.|Wray, Kevin N.","Boehm, Stephen L.|Melon, Laverne C.|Moore, Eileen M.|Wray, Kevin N."
WOS:000278914800020,"D'Onofrio, BM|Lahey, BB","D'Onofrio, BM|Lahey, BB","D'Onofrio, Brian M.|Lahey, Benjamin B.","D'Onofrio, Brian M.|Lahey, Benjamin B."
WOS:000278309400021,"Counsell, SR|Litzelman, DK|Tu, WZ|Westmoreland, GR|Wu, JW","Counsell, SR|Litzelman, DK|Tu, WZ|Westmoreland, GR|Wu, JW","Counsell, Steven R.|Litzelman, Debra K.|Tu, Wanzhu|Westmoreland, Glenda R.|Wu, Jingwei","Counsell, Steven R.|Litzelman, Debra K.|Tu, Wanzhu|Westmoreland, Glenda R.|Wu, Jingwei"
WOS:000277261200011,"D'Onofrio, BM|Grann, M|Hultman, CM|Iliadou, AN|Lambe, M|Langstorm, N|Lichtenstein, P|Neiderhiser, JM|Singh, AL","D'Onofrio, BM|Grann, M|Hultman, CM|Iliadou, AN|Lambe, M|Langstorm, N|Lichtenstein, P|Neiderhiser, JM|Singh, AL","D'Onofrio, Brian M.|Grann, Martin|Hultman, Christina M.|Iliadou, Anastasia N.|Lambe, Mats|Langstorm, Niklas|Lichtenstein, Paul|Neiderhiser, Jenae M.|Singh, Amber L.","D'Onofrio, Brian M.|Grann, Martin|Hultman, Christina M.|Iliadou, Anastasia N.|Lambe, Mats|Langstorm, Niklas|Lichtenstein, Paul|Neiderhiser, Jenae M.|Singh, Amber L."
WOS:000277646400014,"Boehm, SL|Linsenbardt, DN","Boehm, SL|Linsenbardt, DN","Boehm, Stephen L., II|Linsenbardt, David N.","Boehm, Stephen L., II|Linsenbardt, David N."
WOS:000275916900018,"Boehm, SL|Linsenbardt, DN|Mariani, JN|Melon, LC|Moore, EM","Boehm, SL|Linsenbardt, DN|Mariani, JN|Melon, LC|Moore, EM","Boehm, Stephen L., II|Linsenbardt, David N.|Mariani, John N.|Melon, Laverne C.|Moore, Eileen M.","Boehm, Stephen L., II|Linsenbardt, David N.|Mariani, John N.|Melon, Laverne C.|Moore, Eileen M."
WOS:000275253800027,"Aalsma, MC|Fortenberry, JD|Liu, GC|Wiehe, SE","Aalsma, MC|Fortenberry, JD|Liu, GC|Wiehe, SE","Aalsma, Matthew C.|Fortenberry, J. Dennis|Liu, Gilbert C.|Wiehe, Sarah E.","Aalsma, Matthew C.|Fortenberry, J. Dennis|Liu, Gilbert C.|Wiehe, Sarah E."
WOS:000274101600142,"Aalsma, MC|Brown, JR","Aalsma, MC|Brown, JR","Aalsma, Matthew C.|Brown, James R.","Aalsma, Matthew C.|Brown, James R."
WOS:000274101600174,"Aalsma, MC|Chien, R","Aalsma, MC|Chien, R","Aalsma, Matthew C.|Chien, Rosanne","Aalsma, Matthew C.|Chien, Rosanne"
WOS:000274101600139,"Aalsma, MC|Miller, DJ|Vachon, DD","Aalsma, MC|Miller, DJ|Vachon, DD","Aalsma, Matthew C.|Miller, Drew J.|Vachon, David D.","Aalsma, Matthew C.|Miller, Drew J.|Vachon, David D."
WOS:000274101600137,"Aalsma, MC|Blythe, MJ|Harezlak, J|Nguyen, A|Rosenman, MB|Tong, Y","Aalsma, MC|Blythe, MJ|Harezlak, J|Nguyen, A|Rosenman, MB|Tong, Y","Aalsma, Matthew C.|Blythe, Margaret J.|Harezlak, Jaroslaw|Nguyen, Annie|Rosenman, Marc B.|Tong, Yan","Aalsma, Matthew C.|Blythe, Margaret J.|Harezlak, Jaroslaw|Nguyen, Annie|Rosenman, Marc B.|Tong, Yan"
WOS:000274101600135,"Aalsma, MC|Blythe, MJ|Rosenman, MB|Terrell, L","Aalsma, MC|Blythe, MJ|Rosenman, MB|Terrell, L","Aalsma, Matthew C.|Blythe, Margaret J.|Rosenman, Marc B.|Terrell, Lekeisha","Aalsma, Matthew C.|Blythe, Margaret J.|Rosenman, Marc B.|Terrell, Lekeisha"
WOS:000274101600136,"Aalsma, MC|Miller, DJ|Vachon, DD","Aalsma, MC|Miller, DJ|Vachon, DD","Aalsma, Matthew C.|Miller, Drew J.|Vachon, David D.","Aalsma, Matthew C.|Miller, Drew J.|Vachon, David D."
WOS:000208686200008,"Embi, PJ|Johnson, SB|Mendonca, E|Payne, PRO|Starren, J","Embi, PJ|Johnson, SB|Mendonca, E|Payne, PRO|Starren, J","Embi, Peter J.|Johnson, Stephen B.|Mendonca, E.|Payne, Philip R. O.|Starren, J.","Embi, Peter J.|Johnson, Stephen B.|Mendonca, E.|Payne, Philip R. O.|Starren, J."
WOS:000274308300005,"D'Onofrio, BM|Hultman, CM|Iliadou, AN|Lambe, M|Langstorm, N|Lichtenstein, P|Neiderhiser, JM|Singh, AL","D'Onofrio, BM|Hultman, CM|Iliadou, AN|Lambe, M|Langstorm, N|Lichtenstein, P|Neiderhiser, JM|Singh, AL","D'Onofrio, Brian M.|Hultman, Christina M.|Iliadou, Anastasia N.|Lambe, Mats|Langstorm, Niklas|Lichtenstein, Paul|Neiderhiser, Jenae M.|Singh, Amber L.","D'Onofrio, Brian M.|Hultman, Christina M.|Iliadou, Anastasia N.|Lambe, Mats|Langstorm, Niklas|Lichtenstein, Paul|Neiderhiser, Jenae M.|Singh, Amber L."
WOS:000342584500010,"D'Onofrio, BM|Singh, AL","D'Onofrio, BM|Singh, AL","D'Onofrio, Brian M.|Singh, Amber L.","D'Onofrio, Brian M.|Singh, Amber L."
WOS:000392421700651,"Oppenheimer, DM|Vaughan, EB|Yauman, CD","Oppenheimer, DM|Vaughan, EB|Yauman, CD","Oppenheimer, Daniel M.|Vaughan, Erikka B.|Yauman, Connor Diemand","Oppenheimer, Daniel M.|Vaughan, Erikka B.|Yauman, Connor Diemand"
WOS:000208630300002,"Hoch, SC|Liu, GC|Wiehe, SE","Hoch, SC|Liu, GC|Wiehe, SE","Hoch, Shawn C.|Liu, Gilbert C.|Wiehe, Sarah E.","Hoch, Shawn C.|Liu, Gilbert C.|Wiehe, Sarah E."
WOS:000273983100004,"Aalsma, MC|Tong, Y|Tu, WZ|Wiehe, SE","Aalsma, MC|Tong, Y|Tu, WZ|Wiehe, SE","Aalsma, Matthew C.|Tong, Yan|Tu, Wanzhu|Wiehe, Sarah E.","Aalsma, Matthew C.|Tong, Yan|Tu, Wanzhu|Wiehe, Sarah E."
WOS:000273035800007,"Bernard, SN|Di Donato, J|Hernandez-Brereton, M|Jaser, SS|Kaufman, JS|Reynolds, JS|Vaughan, EL","Bernard, SN|Di Donato, J|Hernandez-Brereton, M|Jaser, SS|Kaufman, JS|Reynolds, JS|Vaughan, EL","Bernard, Stanley N.|Di Donato, John|Hernandez-Brereton, Maria|Jaser, Sarah S.|Kaufman, Joy S.|Reynolds, Jesse S.|Vaughan, Ellen L.","Bernard, Stanley N.|Di Donato, John|Hernandez-Brereton, Maria|Jaser, Sarah S.|Kaufman, Joy S.|Reynolds, Jesse S.|Vaughan, Ellen L."
WOS:000273173800018,"Embi, PJ|Yackel, TR","Embi, PJ|Yackel, TR","Embi, Peter J.|Yackel, Thomas R.","Embi, Peter J.|Yackel, Thomas R."
WOS:000273180300010,"Altman, D|Cnattingius, S|D'Onofrio, BM|Hultman, CM|Iliadou, AN|Lambe, M|Lundberg, F","Altman, D|Cnattingius, S|D'Onofrio, BM|Hultman, CM|Iliadou, AN|Lambe, M|Lundberg, F","Altman, Daniel|Cnattingius, Sven|D'Onofrio, Brian M.|Hultman, Christina M.|Iliadou, Anastasia N.|Lambe, Mats|Lundberg, Frida","Altman, Daniel|Cnattingius, Sven|D'Onofrio, Brian M.|Hultman, Christina M.|Iliadou, Anastasia N.|Lambe, Mats|Lundberg, Frida"
WOS:000281029900014,"Rosenthal, SL|Stupiansky, NW|Wiehe, SE|Zimet, GD","Rosenthal, SL|Stupiansky, NW|Wiehe, SE|Zimet, GD","Rosenthal, Susan L.|Stupiansky, Nathan W.|Wiehe, Sarah E.|Zimet, Gregory D.","Rosenthal, Susan L.|Stupiansky, Nathan W.|Wiehe, Sarah E.|Zimet, Gregory D."
WOS:000272468600013,"Embi, PJ|Kaufman, SE|Payne, PRO","Embi, PJ|Kaufman, SE|Payne, PRO","Embi, Peter J.|Kaufman, Stanley E.|Payne, Philip R. O.","Embi, Peter J.|Kaufman, Stanley E.|Payne, Philip R. O."
WOS:000272495300005,"Batteiger, BE|Fortenberry, JD|Katz, BP|Ofner, S|Orr, DP|Tu, WZ|Van der Pol, BJ|Wiehe, SE","Batteiger, BE|Fortenberry, JD|Katz, BP|Ofner, S|Orr, DP|Tu, WZ|Van der Pol, BJ|Wiehe, SE","Batteiger, Byron E.|Fortenberry, J. Dennis|Katz, Barry P.|Ofner, Susan|Orr, Donald P.|Tu, Wanzhu|Van der Pol, Barbara J.|Wiehe, Sarah E.","Batteiger, Byron E.|Fortenberry, J. Dennis|Katz, Barry P.|Ofner, Susan|Orr, Donald P.|Tu, Wanzhu|Van der Pol, Barbara J.|Wiehe, Sarah E."
WOS:000271731700010,"Boehm, SL|Linsenbardt, DN","Boehm, SL|Linsenbardt, DN","Boehm, Stephen L., II|Linsenbardt, David N.","Boehm, Stephen L., II|Linsenbardt, David N."
WOS:000271525900001,"Embi, PJ|Payne, PRO|Sen, CK","Embi, PJ|Payne, PRO|Sen, CK","Embi, Peter J.|Payne, Philip R. O.|Sen, Chandan K.","Embi, Peter J.|Payne, Philip R. O.|Sen, Chandan K."
WOS:000272027300046,"Donahue, KL|D'Onofrio, BM|Lahey, BB|Rodgers, JL|Van, HCA","Donahue, KL|D'Onofrio, BM|Lahey, BB|Rodgers, JL|Van, HCA","Donahue, Kelly L.|D'Onofrio, Brian M.|Lahey, Benjamin B.|Rodgers, Joseph L|Van, Hulle C. A.","Donahue, Kelly L.|D'Onofrio, Brian M.|Lahey, Benjamin B.|Rodgers, Joseph L|Van, Hulle C. A."
WOS:000272027300047,"Coyne, CA|Donahue, KL|D'Onofrio, BM|Lahey, BB|Rodgers, JL|Van Hulle, CA|Waldman, ID","Coyne, CA|Donahue, KL|D'Onofrio, BM|Lahey, BB|Rodgers, JL|Van Hulle, CA|Waldman, ID","Coyne, Claire A.|Donahue, Kelly L.|D'Onofrio, Brian M.|Lahey, Benjamin B.|Rodgers, Joseph L|Van Hulle, Carol A.|Waldman, Irwin D.","Coyne, Claire A.|Donahue, Kelly L.|D'Onofrio, Brian M.|Lahey, Benjamin B.|Rodgers, Joseph L|Van Hulle, Carol A.|Waldman, Irwin D."
WOS:000272027300120,"Andershed, AK|D'Onofrio, BM|Ganiban, JM|Lichtenstein, P|Narusyte, J|Neiderhiser, JM|Reiss, D|Spotts, EL","Andershed, AK|D'Onofrio, BM|Ganiban, JM|Lichtenstein, P|Narusyte, J|Neiderhiser, JM|Reiss, D|Spotts, EL","Andershed, Anna-Karin|D'Onofrio, Brian M.|Ganiban, Jody M.|Lichtenstein, Paul|Narusyte, Jurgita|Neiderhiser, Jenae M.|Reiss, David|Spotts, Erica L.","Andershed, Anna-Karin|D'Onofrio, Brian M.|Ganiban, Jody M.|Lichtenstein, Paul|Narusyte, Jurgita|Neiderhiser, Jenae M.|Reiss, David|Spotts, Erica L."
WOS:000272027300144,"Bates, JE|Dick, D|Dodge, KA|D'Onofrio, BM|Lansford, JE|Pettit, GS|Singh, AL","Bates, JE|Dick, D|Dodge, KA|D'Onofrio, BM|Lansford, JE|Pettit, GS|Singh, AL","Bates, John E.|Dick, Danielle|Dodge, Kenneth A.|D'Onofrio, Brian M.|Lansford, Jennifer E.|Pettit, Gregory S.|Singh, Amber L.","Bates, John E.|Dick, Danielle|Dodge, Kenneth A.|D'Onofrio, Brian M.|Lansford, Jennifer E.|Pettit, Gregory S.|Singh, Amber L."
WOS:000270874101333,"Embi, PJ|Jones, E|Pinney, SM|Witzke, RA","Embi, PJ|Jones, E|Pinney, SM|Witzke, RA","Embi, Peter J.|Jones, Emily|Pinney, Susan M.|Witzke, Robert A.","Embi, Peter J.|Jones, Emily|Pinney, Susan M.|Witzke, Robert A."
WOS:000271669100003,"D'Onofrio, BM|Lahey, BB|Rathouz, PJ|Rodgers, JL|Van Hulle, CA|Waldman, ID","D'Onofrio, BM|Lahey, BB|Rathouz, PJ|Rodgers, JL|Van Hulle, CA|Waldman, ID","D'Onofrio, Brian M.|Lahey, Benjamin B.|Rathouz, Paul J.|Rodgers, Joseph L|Van Hulle, Carol A.|Waldman, Irwin D.","D'Onofrio, Brian M.|Lahey, Benjamin B.|Rathouz, Paul J.|Rodgers, Joseph L|Van Hulle, Carol A.|Waldman, Irwin D."
WOS:000269653100012,"Embi, PJ|Weiner, MG","Embi, PJ|Weiner, MG","Embi, Peter J.|Weiner, Mark G.","Embi, Peter J.|Weiner, Mark G."
WOS:000269802300011,"Brooks-Gunn, J|D'Onofrio, BM|Emery, RE|Harden, KP|Lahey, BB|Mendle, J|Rodgers, JL|Turkheimer, E|Van Hulle, CA","Brooks-Gunn, J|D'Onofrio, BM|Emery, RE|Harden, KP|Lahey, BB|Mendle, J|Rodgers, JL|Turkheimer, E|Van Hulle, CA","Brooks-Gunn, Jeanne|D'Onofrio, Brian M.|Emery, Robert E.|Harden, K. Paige|Lahey, Benjamin B.|Mendle, Jane|Rodgers, Joseph L|Turkheimer, Eric|Van Hulle, Carol A.","Brooks-Gunn, Jeanne|D'Onofrio, Brian M.|Emery, Robert E.|Harden, K. Paige|Lahey, Benjamin B.|Mendle, Jane|Rodgers, Joseph L|Turkheimer, Eric|Van Hulle, Carol A."
WOS:000268028000006,"D'Onofrio, BM","D'Onofrio, BM","D'Onofrio, Brian M.","D'Onofrio, Brian M."
WOS:000268057200014,"D'Onofrio, BM|Lahey, BB|Paige Harden, K|Rodgers, JL|Turkheimer, E|Van Hulle, CA|Waldman, ID","D'Onofrio, BM|Lahey, BB|Paige Harden, K|Rodgers, JL|Turkheimer, E|Van Hulle, CA|Waldman, ID","D'Onofrio, Brian M.|Lahey, Benjamin B.|Paige Harden, K.|Rodgers, Joseph L|Turkheimer, Eric|Van Hulle, Carol A.|Waldman, Irwin D.","D'Onofrio, Brian M.|Lahey, Benjamin B.|Paige Harden, K.|Rodgers, Joseph L|Turkheimer, Eric|Van Hulle, Carol A.|Waldman, Irwin D."
WOS:000268057200016,"D'Onofrio, BM|Goodnight, JA|Lahey, BB|Rathouz, PJ|Rodgers, JL|Van Hulle, CA|Waldman, ID","D'Onofrio, BM|Goodnight, JA|Lahey, BB|Rathouz, PJ|Rodgers, JL|Van Hulle, CA|Waldman, ID","D'Onofrio, Brian M.|Goodnight, Jackson A.|Lahey, Benjamin B.|Rathouz, Paul J.|Rodgers, Joseph L|Van Hulle, Carol A.|Waldman, Irwin D.","D'Onofrio, Brian M.|Goodnight, Jackson A.|Lahey, Benjamin B.|Rathouz, Paul J.|Rodgers, Joseph L|Van Hulle, Carol A.|Waldman, Irwin D."
WOS:000268254300015,"Aalsma, MC|Bernstein, DI|Fortenberry, JD|Kelly, NC|Rosenthal, SL|Zimet, GD","Aalsma, MC|Bernstein, DI|Fortenberry, JD|Kelly, NC|Rosenthal, SL|Zimet, GD","Aalsma, Matthew C.|Bernstein, DI|Fortenberry, J. Dennis|Kelly, N. C.|Rosenthal, Susan L.|Zimet, Gregory D.","Aalsma, Matthew C.|Bernstein, DI|Fortenberry, J. Dennis|Kelly, N. C.|Rosenthal, Susan L.|Zimet, Gregory D."
WOS:000266954400003,"de Dios, MA|Niaura, R|Stanton, CA|Vaughan, EL","de Dios, MA|Niaura, R|Stanton, CA|Vaughan, EL","de Dios, Marcel A.|Niaura, Raymond|Stanton, Cassandra A.|Vaughan, Ellen L.","de Dios, Marcel A.|Niaura, Raymond|Stanton, Cassandra A.|Vaughan, Ellen L."
WOS:000266711000003,"Brownson, RC|Mullen, EJ|Newhouse, RP|Satterfield, JM|Spring, B|Walker, BB|Whitlock, EP","Brownson, RC|Mullen, EJ|Newhouse, RP|Satterfield, JM|Spring, B|Walker, BB|Whitlock, EP","Brownson, Ross C.|Mullen, Edward J. .|Newhouse, Robin P.|Satterfield, Jason M.|Spring, Bonnie|Walker, Barbara B.|Whitlock, Evelyn P.","Brownson, Ross C.|Mullen, Edward J. .|Newhouse, Robin P.|Satterfield, Jason M.|Spring, Bonnie|Walker, Barbara B.|Whitlock, Evelyn P."
WOS:000266172600011,"Embi, PJ|Payne, PRO","Embi, PJ|Payne, PRO","Embi, Peter J.|Payne, Philip R. O.","Embi, Peter J.|Payne, Philip R. O."
WOS:000264483400010,"D'Onofrio, BM|Goodnight, JA|Lahey, BB|Rathouz, PJ|Rodgers, JL|Van Hulle, CA|Waldman, ID","D'Onofrio, BM|Goodnight, JA|Lahey, BB|Rathouz, PJ|Rodgers, JL|Van Hulle, CA|Waldman, ID","D'Onofrio, Brian M.|Goodnight, Jackson A.|Lahey, Benjamin B.|Rathouz, Paul J.|Rodgers, Joseph L|Van Hulle, Carol A.|Waldman, Irwin D.","D'Onofrio, Brian M.|Goodnight, Jackson A.|Lahey, Benjamin B.|Rathouz, Paul J.|Rodgers, Joseph L|Van Hulle, Carol A.|Waldman, Irwin D."
WOS:000263270100056,"Aalsma, MC|Blythe, MJ|Rosenman, MB|Wiehe, SE","Aalsma, MC|Blythe, MJ|Rosenman, MB|Wiehe, SE","Aalsma, Matthew C.|Blythe, Margaret J.|Rosenman, Marc B.|Wiehe, Sarah E.","Aalsma, Matthew C.|Blythe, Margaret J.|Rosenman, Marc B.|Wiehe, Sarah E."
WOS:000262829200019,"Bogdewic, SP|Counsell, SR|Frank, KI|Frankel, RM|Inui, TS|Litzelman, DK|Schubert, CC|Sennour, Y|Westmoreland, GR|Wu, JW","Bogdewic, SP|Counsell, SR|Frank, KI|Frankel, RM|Inui, TS|Litzelman, DK|Schubert, CC|Sennour, Y|Westmoreland, GR|Wu, JW","Bogdewic, Stephen P.|Counsell, Steven R.|Frank, Kathryn I.|Frankel, Richard M.|Inui, Thomas S.|Litzelman, Debra K.|Schubert, Cathy C.|Sennour, Youcef|Westmoreland, Glenda R.|Wu, Jingwei","Bogdewic, Stephen P.|Counsell, Steven R.|Frank, Kathryn I.|Frankel, Richard M.|Inui, Thomas S.|Litzelman, Debra K.|Schubert, Cathy C.|Sennour, Youcef|Westmoreland, Glenda R.|Wu, Jingwei"
WOS:000275608700006,"Combs, JL|Cyders, MA|Settles, RE|Smith, GT|Zapolski, TCB","Combs, JL|Cyders, MA|Settles, RE|Smith, GT|Zapolski, TCB","Combs, Jessica L.|Cyders, Melissa A.|Settles, Regan E.|Smith, Gregoty T.|Zapolski, Tamika C. B.","Combs, Jessica L.|Cyders, Melissa A.|Settles, Regan E.|Smith, Gregoty T.|Zapolski, Tamika C. B."
WOS:000262672800004,"D'Onofrio, BM|Hulle, C|Lahey, BB|Rathouz, PJ|Rodgers, JL|Waldman, ID","D'Onofrio, BM|Hulle, C|Lahey, BB|Rathouz, PJ|Rodgers, JL|Waldman, ID","D'Onofrio, Brian M.|Hulle, Carol A. Van|Lahey, Benjamin B.|Rathouz, Paul J.|Rodgers, Joseph L|Waldman, Irwin D.","D'Onofrio, Brian M.|Hulle, Carol A. Van|Lahey, Benjamin B.|Rathouz, Paul J.|Rodgers, Joseph L|Waldman, Irwin D."
